campaign_id,campaign_name,channel,impressions,clicks,conversions,spend,revenue,campaign_date
1076,Winter Sale,Google Ads,63361,5240,639,1961.76,5705.12,31-05-2025
1077,New Launch,LinkedIn,79636,8386,1104,20194.94,49853.84,10-08-2025
1078,Flash Sale,Facebook,59484,5249,749,30196.14,99839.22,07-09-2025
1079,Valentine Offer,Google Ads,57386,5129,678,29960.92,105572.76,01-02-2025
1080,Flash Sale,LinkedIn,74246,1639,157,29243.76,96573.76,02-08-2025
1081,Valentine Offer,LinkedIn,67041,2297,321,31512.14,115192.1,12-08-2025
1082,Valentine Offer,Google Ads,7727,319,27,36584.25,109134.98,17-09-2025
1083,Valentine Offer,Google Ads,33796,3082,442,17618.5,61452.98,31-05-2025
1084,Brand Awareness,Email,99764,8390,1233,21426.19,102343.24,24-03-2025
1085,Valentine Offer,Google Ads,86506,5124,442,34844.18,53225.5,30-03-2025
1086,Valentine Offer,Instagram,31146,1262,162,5944.28,16529.5,01-05-2025
1087,Flash Sale,Instagram,32450,2929,111,49963.8,128076.69,13-12-2025
1088,Special Discount,Facebook,25788,1230,164,2566.53,3700.75,13-11-2025
1089,Brand Awareness,Instagram,34712,1188,178,11980.69,26114.6,24-01-2025
1090,Mega Sale,LinkedIn,78010,3751,189,42817,193534.71,23-02-2025
1091,New Launch,Facebook,97589,2777,307,40150.36,195052.82,09-11-2025
1092,New Launch,Google Ads,84908,3367,388,3056.5,4892.12,05-07-2025
1093,New Launch,Google Ads,25582,1707,232,22634.38,70673.75,28-11-2025
1094,Valentine Offer,Email,52675,3794,532,7750.85,34294.89,04-01-2025
1095,Festival Offer,Facebook,37154,4162,538,24209.5,55432.05,17-05-2025
1096,Retargeting,Email,53815,4475,503,31842.58,67911.14,27-04-2025
1097,Retargeting,LinkedIn,23087,2217,277,45982.98,212103.3,05-07-2025
1098,Retargeting,Facebook,8901,631,36,38737.44,152121.07,13-02-2025
1099,Summer Sale,Email,49342,3564,311,49115.3,89607.61,19-01-2025
1100,Retargeting,Instagram,91530,4303,188,48908.92,240836.27,03-08-2025
1101,Brand Awareness,Instagram,57691,6730,918,28126.91,66279.02,05-01-2025
1102,Retargeting,YouTube,41671,2036,240,20792.97,75826.59,13-11-2025
1103,Special Discount,Google Ads,90463,9053,978,44496.07,185545.93,04-06-2025
1104,Festival Offer,YouTube,16046,395,45,17390.15,68784.56,04-10-2025
1105,Brand Awareness,LinkedIn,42214,2594,124,26071.91,62222.16,23-03-2025
1106,Flash Sale,LinkedIn,8069,189,22,30032.68,63581.92,05-08-2025
1107,Retargeting,Instagram,71227,2328,99,42237.59,92376.76,05-03-2025
1108,Valentine Offer,Instagram,11256,480,42,15600.09,62401.34,01-05-2025
1109,Retargeting,YouTube,81230,6257,918,44822.61,160708.26,30-04-2025
1110,Mega Sale,LinkedIn,50919,3469,249,33679.2,144729.66,13-03-2025
1111,Retargeting,YouTube,98631,8159,776,37138.1,59415.85,09-04-2025
1112,Special Discount,Facebook,52352,4768,243,8181.11,23051.34,17-02-2025
1113,Brand Awareness,LinkedIn,13151,1133,66,24336.4,70464.19,27-09-2025
1114,Flash Sale,YouTube,57789,5973,751,26428.3,71360.99,13-09-2025
1115,Special Discount,Google Ads,88422,8705,1162,34761.88,166916.68,15-03-2025
1116,Retargeting,YouTube,71294,2466,321,35846.38,60640.02,02-03-2025
1117,Retargeting,Instagram,96025,5403,628,24194.42,97665.28,02-03-2025
1118,Summer Sale,YouTube,83852,8371,363,6922.45,23347.39,20-03-2025
1119,Valentine Offer,Facebook,20432,1168,113,49559.98,116584.32,15-03-2025
1120,Flash Sale,Google Ads,23630,2199,89,46904.21,110676.26,04-04-2025
1121,Summer Sale,Email,69067,1398,72,27829.33,40540.24,04-09-2025
1122,Special Discount,Email,80112,4139,413,23166.35,57538.92,07-11-2025
1123,Valentine Offer,Google Ads,22407,1015,94,32186.55,131783.95,16-06-2025
1124,Winter Sale,Email,16706,1972,218,33560.61,92512.76,23-06-2025
1125,New Launch,Google Ads,75909,1893,227,44612.12,178290.94,29-12-2025
1126,Retargeting,LinkedIn,8251,750,102,40011.78,155570.43,05-03-2025
1127,Summer Sale,YouTube,89399,3182,193,47803.25,155789.38,25-09-2025
1128,Retargeting,Google Ads,29824,2545,333,44946.35,74479.52,10-01-2025
1129,Mega Sale,Email,41039,2505,200,41654.84,182776.7,13-02-2025
1130,Summer Sale,Instagram,74932,6469,522,20688.1,28362.1,12-08-2025
1131,Flash Sale,Facebook,28659,2272,80,43122.77,103755.68,28-02-2025
1132,New Launch,Google Ads,18019,1469,87,14982.23,28378.47,07-06-2025
1133,Festival Offer,Facebook,58382,6726,374,3886.77,18859.65,30-01-2025
1134,Brand Awareness,Instagram,44062,4075,172,16682.03,46187.98,12-07-2025
1135,Winter Sale,Email,20855,629,43,12741.53,44195.49,18-09-2025
1136,Retargeting,Email,71115,4576,254,14195.09,34205.6,03-02-2025
1137,Summer Sale,Instagram,68461,1605,152,32043.52,149713.52,11-10-2025
1138,Festival Offer,Instagram,81830,7166,317,13069.49,43232.41,18-10-2025
1139,Festival Offer,Instagram,58313,4819,229,42467.61,131719.37,04-10-2025
1140,Retargeting,Email,27044,1544,183,47678.02,231388.01,22-01-2025
1141,Summer Sale,Email,5131,577,54,32999.88,60589.44,20-05-2025
1142,Winter Sale,YouTube,83363,5777,562,49962.85,219899.84,19-09-2025
1143,Flash Sale,Facebook,41872,1209,77,37219.96,124303.87,22-07-2025
1144,Flash Sale,Email,96544,3944,543,7842.86,25996.1,18-04-2025
1145,Flash Sale,LinkedIn,85012,9970,950,44312.65,212370.69,20-08-2025
1146,Valentine Offer,YouTube,40784,1822,223,49168.08,122831.37,18-06-2025
1147,Valentine Offer,Facebook,7080,849,42,32675.72,39465.1,05-01-2025
1148,Valentine Offer,Email,93172,4706,564,28233.74,108605.65,03-10-2025
1149,Valentine Offer,LinkedIn,15636,1641,215,4798.63,6322.68,05-03-2025
1150,Summer Sale,Facebook,51267,4108,546,30464.23,81328.95,25-08-2025
1151,Flash Sale,LinkedIn,53559,2651,306,1458.8,5870.14,30-12-2025
1152,Winter Sale,Google Ads,51900,2606,124,40997.76,146603.85,10-09-2025
1153,Mega Sale,Google Ads,52579,1352,111,25149.06,97462.2,04-01-2025
1154,Retargeting,Email,30701,3229,298,6436.38,14507.09,29-03-2025
1155,Mega Sale,YouTube,77323,3133,430,37201.93,139665.98,31-03-2025
1156,Mega Sale,Google Ads,13566,1475,76,37552.7,63247.66,25-09-2025
1157,Retargeting,YouTube,40956,2390,82,49605.62,190155.51,10-05-2025
1158,Summer Sale,Instagram,94218,11060,1260,1095.79,3093.45,10-08-2025
1159,Brand Awareness,YouTube,58330,3410,164,34328.5,102059.65,23-01-2025
1160,Valentine Offer,Instagram,99531,5668,218,14618.72,40877.39,03-01-2025
1161,Summer Sale,LinkedIn,56361,2721,252,5008.64,16893.71,26-04-2025
1162,Brand Awareness,Instagram,95380,8850,417,45932.77,89483.09,02-02-2025
1163,Mega Sale,LinkedIn,87050,3325,113,24518.35,104708.67,21-06-2025
1164,Summer Sale,Instagram,37821,1768,80,24205.25,117236.92,24-09-2025
1165,New Launch,LinkedIn,36030,1018,129,30398.27,87133.97,17-08-2025
1166,Special Discount,Instagram,80882,2639,122,48751.75,228329.53,22-12-2025
1167,Flash Sale,YouTube,13523,531,22,46036.67,132552.92,17-11-2025
1168,Flash Sale,Email,61602,1770,79,34200.66,113723.37,25-07-2025
1169,Mega Sale,Facebook,17560,1615,240,21144.29,94840.9,21-08-2025
1170,Brand Awareness,LinkedIn,55321,4908,585,44116.97,156750.95,12-12-2025
1171,New Launch,Facebook,8404,632,84,17081.49,32991.69,01-11-2025
1172,Mega Sale,Google Ads,98493,3075,395,39681.4,76812.69,23-11-2025
1173,Valentine Offer,Google Ads,71702,3533,286,21629.34,85513.06,05-05-2025
1174,Retargeting,LinkedIn,23045,640,26,7256.36,24825.35,03-07-2025
1175,Brand Awareness,Instagram,45788,5348,309,8223.04,19512.97,08-07-2025
1176,Winter Sale,YouTube,6059,651,94,33226.16,58128.55,14-10-2025
1177,Winter Sale,Facebook,12157,1107,121,10574.95,20741.85,24-06-2025
1178,Mega Sale,LinkedIn,29819,3331,342,35044.3,172814.25,19-06-2025
1179,Festival Offer,Facebook,80813,6253,530,31189.05,87049.95,21-08-2025
1180,Winter Sale,Email,10530,1225,92,46077.73,167138.43,16-11-2025
1181,Brand Awareness,LinkedIn,32936,1637,172,36994.72,178308.46,12-07-2025
1182,Summer Sale,Facebook,31911,2277,162,41478.13,50833.79,03-07-2025
1183,Mega Sale,Instagram,8934,746,36,7977.7,22924.33,23-01-2025
1184,Flash Sale,LinkedIn,8890,380,23,14920.94,30319.22,31-03-2025
1185,Flash Sale,Facebook,49540,5532,416,9748.53,12494.4,11-01-2025
1186,Brand Awareness,Google Ads,93795,4123,317,33088.59,150984.69,06-06-2025
1187,Retargeting,YouTube,64795,3262,286,40664.9,150925.87,11-08-2025
1188,Winter Sale,Google Ads,98184,3034,151,8077.18,38057.98,30-09-2025
1189,Winter Sale,Facebook,54570,4156,286,30377.91,149232.39,12-11-2025
1190,Winter Sale,Facebook,81981,4737,690,15414.95,27200.52,19-11-2025
1191,Valentine Offer,Google Ads,41709,1869,273,25905.2,88583.15,11-02-2025
1192,Special Discount,LinkedIn,66691,7812,913,31129.44,57161.36,18-09-2025
1193,Brand Awareness,YouTube,54055,5165,685,23749.1,57542.36,22-12-2025
1194,Mega Sale,LinkedIn,68346,7228,722,24214.15,82534.16,19-01-2025
1195,Winter Sale,Instagram,32158,1542,97,23151.92,48402.83,06-08-2025
1196,Retargeting,Facebook,54425,5768,333,46839.45,122794.67,10-03-2025
1197,Summer Sale,Email,16013,924,83,26422.22,54817.51,20-09-2025
1198,Brand Awareness,Email,86412,7239,653,23106.41,65703.57,12-06-2025
1199,New Launch,Instagram,40785,2381,83,9798.72,20463.68,12-02-2025
1200,Flash Sale,Google Ads,43603,4982,674,27785.94,41595.67,20-02-2025
1201,Winter Sale,LinkedIn,20543,702,67,2875.79,5639.9,18-06-2025
1202,Flash Sale,Google Ads,37771,1994,249,40962.67,155553.67,28-12-2025
1203,Flash Sale,Facebook,84171,3941,555,37866.78,151895.77,03-06-2025
1204,Mega Sale,LinkedIn,41942,3677,510,49845.27,238963.06,07-01-2025
1205,Special Discount,Google Ads,66866,6695,724,49474.46,238252.06,27-04-2025
1206,Retargeting,Email,99809,5434,648,12452.44,42719.51,25-08-2025
1207,Special Discount,Google Ads,49650,1696,130,42444.28,120092.41,13-08-2025
1208,Festival Offer,Instagram,63978,5853,205,19360.31,65719.19,05-01-2025
1209,Special Discount,Email,70509,8048,915,41880.65,104338.29,18-12-2025
1210,Mega Sale,Facebook,57870,6813,754,15682.22,53796.75,13-03-2025
1211,Mega Sale,YouTube,25144,1854,200,31862.13,111243.78,20-07-2025
1212,Valentine Offer,Facebook,54980,2771,283,4121.75,10998.68,18-06-2025
1213,Festival Offer,Facebook,79647,9472,1208,32311.16,76178.5,12-12-2025
1214,Summer Sale,Google Ads,77470,3004,106,41497.27,144940.95,12-04-2025
1215,Retargeting,Facebook,14108,1072,104,11088.72,25572.82,21-08-2025
1216,Special Discount,Email,12530,1004,96,1541.31,3763.47,22-03-2025
1217,Special Discount,Google Ads,19515,654,87,21502.25,86523.82,08-03-2025
1218,Festival Offer,YouTube,31958,1907,167,41076.91,153061.28,22-10-2025
1219,Winter Sale,Facebook,45673,2575,334,36121.83,106343.91,15-03-2025
1220,Retargeting,Instagram,63422,1792,264,20562.61,87776.64,19-10-2025
1221,Flash Sale,LinkedIn,69350,5156,627,29230.5,116971.83,22-08-2025
1222,Festival Offer,Email,50453,3445,303,31038.35,132780.26,08-05-2025
1223,Festival Offer,LinkedIn,28537,3100,314,23433.58,109227.8,19-10-2025
1224,Flash Sale,LinkedIn,17521,1155,45,12745.07,57455.42,03-10-2025
1225,Retargeting,Facebook,43258,1411,97,45528.09,125787.6,08-07-2025
1226,Valentine Offer,Google Ads,15031,515,47,38560.41,94043.05,10-05-2025
1227,Valentine Offer,Email,32180,2715,103,23646.21,34952.48,25-06-2025
1228,Festival Offer,Instagram,57342,2738,285,2850.96,6136.13,10-12-2025
1229,Winter Sale,LinkedIn,65849,5287,630,4343.62,14264.57,13-08-2025
1230,Summer Sale,YouTube,23383,2395,213,42236.56,78063.24,21-02-2025
1231,New Launch,LinkedIn,28230,1768,84,27198.04,73032.94,06-01-2025
1232,Summer Sale,LinkedIn,93785,6351,347,22592.24,42386.95,30-09-2025
1233,New Launch,Email,33333,2476,98,41988.56,179868.28,20-12-2025
1234,Special Discount,Google Ads,45412,4545,189,30312.06,41979.96,08-05-2025
1235,Summer Sale,Instagram,54105,3036,193,5477.94,15351.35,09-04-2025
1236,Festival Offer,LinkedIn,94123,2917,199,47978.52,75186.76,27-03-2025
1237,Winter Sale,YouTube,10768,1066,58,40965.59,99389.99,17-04-2025
1238,Brand Awareness,Instagram,76002,4756,580,6919.39,13924.33,30-03-2025
1239,Winter Sale,Facebook,6965,550,56,1587.09,3187.7,03-12-2025
1240,Flash Sale,YouTube,41497,3851,137,4299.23,8729.72,13-09-2025
1241,Mega Sale,Google Ads,18344,1825,191,39771.73,187104.15,09-05-2025
1242,Festival Offer,Instagram,17418,1576,130,49089.38,188797.68,31-03-2025
1243,Mega Sale,YouTube,88277,6974,891,24624.39,60905.96,18-08-2025
1244,Summer Sale,Google Ads,55118,5288,396,25667.58,99528.37,11-01-2025
1245,Winter Sale,YouTube,85786,3747,270,12583.42,35589.59,10-02-2025
1246,Special Discount,Google Ads,12854,538,63,25437.6,50052.16,25-11-2025
1247,Brand Awareness,Google Ads,9968,442,59,30305.68,145295.45,23-05-2025
1248,Flash Sale,Facebook,46620,1256,170,39797.21,110500.73,28-04-2025
1249,Winter Sale,LinkedIn,48420,3775,237,11085.05,15579.83,23-12-2025
1250,Festival Offer,Email,99306,5630,790,43762.58,139234.73,19-11-2025
1251,Festival Offer,Google Ads,5792,181,20,4429.26,8554.53,06-03-2025
1252,Winter Sale,Google Ads,17027,695,95,27893.51,117763.21,17-09-2025
1253,Winter Sale,Email,15245,1176,154,16261.69,64109.44,01-04-2025
1254,Winter Sale,Instagram,84410,5767,483,14982.29,43500.04,04-09-2025
1255,Special Discount,YouTube,15487,1045,81,19508.16,58304.26,09-11-2025
1256,New Launch,Instagram,61810,2512,321,1970.74,5221.27,01-11-2025
1257,Valentine Offer,Instagram,75411,2759,365,36605.76,79716.68,21-08-2025
1258,Festival Offer,LinkedIn,42122,3915,404,30695.24,45225.47,29-08-2025
1259,Brand Awareness,Email,30652,1246,85,1204.85,5390.85,27-07-2025
1260,Mega Sale,Facebook,59502,4422,514,19817.83,46961.94,29-07-2025
1261,Winter Sale,Email,10089,1144,65,19856.47,66505.53,11-05-2025
1262,Brand Awareness,LinkedIn,99666,7704,752,35747.29,129152.21,30-01-2025
1263,Valentine Offer,Facebook,90315,8119,1191,21777.98,46557.16,05-07-2025
1264,Festival Offer,Instagram,87700,2216,141,13805.2,40460.13,07-05-2025
1265,Special Discount,Email,83924,4322,141,6719.8,10420.81,28-12-2025
1266,Special Discount,Google Ads,81829,9616,452,26408.32,50638.7,07-08-2025
1267,Special Discount,YouTube,38144,3595,261,25531.69,82369.44,07-06-2025
1268,Brand Awareness,Google Ads,58950,1907,84,32172.83,133563.13,18-05-2025
1269,Festival Offer,Email,32462,3713,314,35251.44,43161.76,01-01-2025
1270,Flash Sale,LinkedIn,17697,496,63,35119.52,112201.79,09-08-2025
1271,Valentine Offer,Google Ads,27365,1269,133,10133.6,17333.14,15-09-2025
1272,Summer Sale,LinkedIn,19449,1310,184,40904.15,77939.77,04-04-2025
1273,New Launch,LinkedIn,30150,1665,153,22595.79,105506.33,27-03-2025
1274,Brand Awareness,Facebook,15460,909,37,19508.7,43927.67,27-10-2025
1275,Summer Sale,Instagram,35773,2672,328,33967.43,53772.98,04-01-2025
1276,Special Discount,YouTube,92205,2529,124,11342.35,47737.56,24-09-2025
1277,Special Discount,Instagram,39843,4613,635,24188.36,60004.4,09-07-2025
1278,Special Discount,Email,94372,7507,547,41025.51,195928.23,09-11-2025
1279,Valentine Offer,LinkedIn,12502,979,140,17182.51,27159.95,25-07-2025
1280,Winter Sale,Instagram,23201,569,32,43581.26,98579.79,20-08-2025
1281,Brand Awareness,Facebook,86048,9505,1339,21243.2,40662.73,21-11-2025
1282,Valentine Offer,Email,52212,1418,125,34218.54,71431.99,10-11-2025
1283,Valentine Offer,LinkedIn,15665,1026,84,47015.15,224620.28,25-12-2025
1284,Festival Offer,YouTube,18166,1866,153,15399.29,29894.53,20-10-2025
1285,Flash Sale,LinkedIn,98934,10245,372,7265.21,30716.72,08-10-2025
1286,Retargeting,Google Ads,66184,2699,308,47797.51,144933.54,05-05-2025
1287,Summer Sale,Google Ads,32740,1352,62,6168.01,30684.45,17-06-2025
1288,New Launch,LinkedIn,55264,3401,214,36239.57,135193.32,11-03-2025
1289,Brand Awareness,Google Ads,75063,6691,942,25105.98,106023.9,22-10-2025
1290,Special Discount,LinkedIn,83732,2733,256,19473.51,76458.5,25-11-2025
1291,New Launch,Instagram,78649,8585,1151,40613.93,83237.97,14-02-2025
1292,New Launch,YouTube,19599,573,60,37288.48,177545.39,08-07-2025
1293,Summer Sale,YouTube,21700,1717,148,29268.93,35309.4,02-10-2025
1294,Festival Offer,YouTube,29885,2186,281,16662.51,43107.42,06-12-2025
1295,Valentine Offer,Instagram,83855,5316,268,20370.31,66112.11,16-03-2025
1296,Flash Sale,Google Ads,43905,2671,335,34319.07,60408.99,07-12-2025
1297,New Launch,Instagram,97139,2504,238,16135.68,80085.79,28-12-2025
1298,Special Discount,Facebook,80231,5522,811,41605.68,128191.14,20-06-2025
1299,Festival Offer,Email,25014,1362,97,35319.96,49439.18,20-07-2025
1300,Valentine Offer,Instagram,44203,2188,76,27849.2,69126.13,20-07-2025
1301,Winter Sale,LinkedIn,56257,1713,186,36610.98,83216.15,08-10-2025
1302,Summer Sale,LinkedIn,56612,1929,90,16847.51,70875.02,05-06-2025
1303,Valentine Offer,Instagram,64969,6661,366,29280.71,84303.8,16-03-2025
1304,Mega Sale,Facebook,32494,1542,96,37030.63,45721.85,14-12-2025
1305,Festival Offer,Facebook,24346,2028,303,49152.33,185888.8,19-02-2025
1306,Retargeting,LinkedIn,51607,4913,330,47308.1,77865.25,23-06-2025
1307,Summer Sale,Facebook,82777,8762,566,31721.65,86764.33,04-05-2025
1308,Special Discount,LinkedIn,56989,5141,463,34711.22,167561.83,10-12-2025
1309,Flash Sale,LinkedIn,91313,3294,335,43379.89,159255.45,01-12-2025
1310,Valentine Offer,LinkedIn,63342,4275,139,6880.02,10416.49,09-12-2025
1311,Valentine Offer,Instagram,71813,3278,109,29755.67,147347.92,22-12-2025
1312,Special Discount,Instagram,17393,1973,210,9873.73,30015.42,20-10-2025
1313,Retargeting,Google Ads,21414,835,66,4111.42,19133.5,27-07-2025
1314,Retargeting,Email,96847,2259,268,28246.95,91474.47,02-02-2025
1315,New Launch,Google Ads,73013,8317,847,27410.11,118179.92,04-12-2025
1316,Valentine Offer,Instagram,20378,777,99,35065.58,42788.12,04-03-2025
1317,Retargeting,Instagram,10130,333,45,11105.27,20129.4,18-01-2025
1318,Festival Offer,Email,16090,576,81,15630.32,76148.57,03-12-2025
1319,Flash Sale,LinkedIn,5011,227,15,3262.15,15638.81,01-10-2025
1320,Brand Awareness,YouTube,63316,2411,323,35059.97,111705.68,03-10-2025
1321,Winter Sale,Facebook,71924,3157,446,5851.45,25249.59,07-04-2025
1322,Winter Sale,YouTube,23568,1698,105,47913.72,167130.18,03-07-2025
1323,Flash Sale,Instagram,41358,1879,242,31493.32,46690.95,15-07-2025
1324,Special Discount,LinkedIn,90166,4478,543,23347.32,111833.99,15-03-2025
1325,Winter Sale,LinkedIn,75242,3173,131,31848.84,70822.86,10-07-2025
1326,Special Discount,Google Ads,78877,6961,871,41204.9,144167.29,11-06-2025
1327,Flash Sale,Facebook,61836,4340,156,48236.87,103250.6,30-09-2025
1328,New Launch,Instagram,19416,1788,193,20932.28,51316.71,20-06-2025
1329,Winter Sale,Email,40815,1415,99,14408.69,22653.31,23-02-2025
1330,Valentine Offer,Facebook,21187,1142,168,36688.04,86763.12,28-09-2025
1331,Summer Sale,Google Ads,50731,5701,459,28025.57,98324.19,12-06-2025
1332,Retargeting,YouTube,56060,2601,254,40498.16,152908.3,01-11-2025
1333,Retargeting,LinkedIn,57776,5061,757,7251.04,8962.94,21-03-2025
1334,Summer Sale,LinkedIn,91188,3893,189,19561.23,78139.39,24-11-2025
1335,Festival Offer,Email,53516,3110,440,30826.45,119785.1,01-07-2025
1336,Winter Sale,Instagram,66428,5442,456,14515.33,41013.17,22-11-2025
1337,New Launch,Facebook,16395,952,80,38758.34,170999.21,03-05-2025
1338,Retargeting,Email,17272,683,93,3813.16,15347.8,06-01-2025
1339,Valentine Offer,YouTube,60572,6757,722,46689.63,80232.76,17-12-2025
1340,Summer Sale,LinkedIn,93706,10596,572,20868.1,73912.5,06-08-2025
1341,Retargeting,LinkedIn,97090,10695,1026,12967.09,51973.86,08-11-2025
1342,Retargeting,Google Ads,10551,1129,76,34051.59,154980.23,31-03-2025
1343,Summer Sale,Email,14846,1047,138,7532.62,19151.75,11-09-2025
1344,Winter Sale,YouTube,54688,2489,265,48516.69,120527.23,02-03-2025
1345,Mega Sale,Email,43019,3310,346,15383.71,30915.88,22-04-2025
1346,Valentine Offer,Facebook,44953,5122,189,46835.3,215043.2,02-07-2025
1347,Brand Awareness,LinkedIn,5772,586,59,15619.18,25103.51,06-04-2025
1348,New Launch,YouTube,57699,4057,125,5965.55,18312.9,21-09-2025
1349,Flash Sale,Google Ads,25147,2184,128,45742.35,56092,29-08-2025
1350,Retargeting,Instagram,56820,4202,279,18860.29,86575.05,25-02-2025
1351,Special Discount,Facebook,62484,6625,647,8929.88,22719.43,03-07-2025
1352,Special Discount,Email,97958,5210,269,10288.79,13920.47,19-06-2025
1353,Flash Sale,Facebook,9142,346,22,47470.42,230082.27,04-08-2025
1354,Brand Awareness,Email,69103,5888,683,40191.18,157325.14,14-09-2025
1355,Festival Offer,Google Ads,55967,2195,121,47926.25,201880.19,26-06-2025
1356,Brand Awareness,Email,70536,1521,220,12588.74,47554.96,02-11-2025
1357,Special Discount,Google Ads,6052,565,77,15183.86,46258.1,13-11-2025
1358,Flash Sale,LinkedIn,24987,2593,172,13223.87,54397.25,07-05-2025
1359,New Launch,LinkedIn,92337,8877,672,24220.75,101105.27,15-09-2025
1360,Festival Offer,Google Ads,85098,4669,333,49635.03,171069.39,03-03-2025
1361,Festival Offer,Email,22340,2089,71,14419.22,27833.05,10-01-2025
1362,Retargeting,Instagram,85801,4986,242,43353.16,114683.85,25-12-2025
1363,Retargeting,Email,88009,5551,393,17472.71,52784.04,26-11-2025
1364,Brand Awareness,LinkedIn,11770,858,39,14193.06,32163.07,03-08-2025
1365,Summer Sale,LinkedIn,37370,2057,290,3330.26,4513.76,14-06-2025
1366,Special Discount,Google Ads,32784,1823,174,14727.81,51617.78,10-05-2025
1367,Summer Sale,LinkedIn,69393,4365,472,15913.48,24955.06,10-10-2025
1368,Mega Sale,YouTube,22079,1797,145,37323.31,96042.69,06-11-2025
1369,New Launch,Facebook,53705,3025,422,14521.4,49669.63,08-03-2025
1370,Winter Sale,Google Ads,87517,3721,132,29741.51,138781.97,27-12-2025
1371,Flash Sale,LinkedIn,63427,2076,81,47149.08,167484.82,31-08-2025
1372,Retargeting,LinkedIn,31476,2814,162,3146.74,6068.44,10-05-2025
1373,Special Discount,Facebook,78445,4413,506,22975.63,90198.61,05-09-2025
1374,Flash Sale,LinkedIn,59919,5488,679,39753.37,72921.73,08-03-2025
1375,Winter Sale,LinkedIn,42965,1231,180,3978.88,19478.21,23-07-2025
1376,Festival Offer,Email,69884,7006,755,43642.53,213492.54,18-09-2025
1377,Festival Offer,Facebook,55351,5714,570,20641.6,46065.4,23-03-2025
1378,Retargeting,Email,79959,3383,404,35139.37,159560.47,15-09-2025
1379,Flash Sale,YouTube,97766,10557,846,15867.1,32325.69,02-03-2025
1380,Festival Offer,Instagram,27427,1465,54,27144.72,62677.28,10-03-2025
1381,Winter Sale,YouTube,40446,4385,183,32478.24,69705.8,01-03-2025
1382,New Launch,LinkedIn,5183,458,53,30652.82,79777.6,09-10-2025
1383,Brand Awareness,Facebook,39608,3749,180,21008.8,74027.27,17-11-2025
1384,Flash Sale,Facebook,6364,491,28,36793.36,83256.8,03-10-2025
1385,Flash Sale,LinkedIn,91155,3566,475,37542.72,99545.56,21-11-2025
1386,Mega Sale,LinkedIn,84212,5061,603,11811.31,26237.82,22-07-2025
1387,Festival Offer,Email,25400,2335,188,36760.78,104725.34,17-02-2025
1388,Winter Sale,YouTube,70006,2886,321,10066.37,45066.52,09-09-2025
1389,Festival Offer,Email,28646,3224,240,2031.32,3695.16,18-12-2025
1390,Valentine Offer,LinkedIn,84668,4770,214,8032.6,22654.35,26-07-2025
1391,Summer Sale,YouTube,18137,1845,189,7727.27,31308.49,21-02-2025
1392,Summer Sale,Google Ads,54528,4235,137,6391.74,7999.25,08-05-2025
1393,Summer Sale,Facebook,15957,867,44,46991.32,163465.01,05-10-2025
1394,Valentine Offer,Google Ads,49353,1683,101,7822.27,31967.68,07-06-2025
1395,Flash Sale,LinkedIn,48483,4892,304,12946.63,42275.93,06-10-2025
1396,New Launch,YouTube,21131,508,67,3181.77,10403.24,01-08-2025
1397,Festival Offer,Instagram,23590,475,28,2176.04,6143.21,02-12-2025
1398,New Launch,Email,42597,2701,277,34651.55,135710.53,28-03-2025
1399,New Launch,YouTube,19435,847,38,47866.86,108700.58,20-06-2025
1400,Festival Offer,Email,20512,1886,77,44883.74,156964.02,29-09-2025
1401,Flash Sale,YouTube,48888,2462,290,8360.78,31232.85,27-05-2025
1402,Flash Sale,LinkedIn,50663,1864,124,45895.48,170482.46,09-02-2025
1403,Valentine Offer,Facebook,5285,257,16,16692.54,44807.42,27-02-2025
1404,Festival Offer,Google Ads,80739,5115,438,8088.72,19636.2,17-07-2025
1405,Special Discount,YouTube,51217,3639,362,21767.77,83479.38,22-11-2025
1406,Special Discount,Email,48707,2106,268,47257.48,222209.33,09-10-2025
1407,Winter Sale,Email,70156,5816,720,25137.47,81385.27,12-02-2025
1408,Winter Sale,LinkedIn,81148,7478,655,26820.35,111332.66,14-02-2025
1409,Brand Awareness,YouTube,35827,2197,66,10960.7,48580.69,31-08-2025
1410,Festival Offer,Instagram,22510,901,34,45656.73,117395.43,24-08-2025
1411,Summer Sale,LinkedIn,23892,2735,297,12882.37,55983.21,12-03-2025
1412,Special Discount,Instagram,20366,2377,144,19495.58,25346.56,28-01-2025
1413,Mega Sale,Google Ads,96934,3674,449,29498.75,88848.49,16-01-2025
1414,Mega Sale,Email,24252,1981,95,4870.67,7271.17,18-03-2025
1415,Flash Sale,Email,28910,2502,146,37657.25,145151.49,30-07-2025
1416,Flash Sale,Facebook,99707,7520,679,39288.45,150943.82,21-03-2025
1417,Summer Sale,Email,12864,322,47,37805.51,117670.5,05-08-2025
1418,Winter Sale,Email,94116,9325,807,46038.36,143046.49,22-03-2025
1419,Festival Offer,LinkedIn,40628,4797,237,26553.55,130540.43,19-04-2025
1420,Retargeting,YouTube,57481,6220,243,11726.41,22257.15,09-02-2025
1421,Special Discount,Google Ads,95757,9589,1264,16346.29,59487.18,28-01-2025
1422,New Launch,Instagram,53690,6370,625,10541.8,16992.57,05-11-2025
1423,New Launch,Google Ads,48970,1208,97,14828.14,48309.46,02-11-2025
1424,Summer Sale,Google Ads,6438,444,25,28032.88,101643.8,18-05-2025
